id,name,schema,object_type,source_project,medallion_layer,classification,overall_score,sql_dialect,procedural_logic,ssis_control_flow,ssis_data_flow,dependency_criticality,ordering_constraints,data_type_risk,performance_risk,security_risk,operational_scheduling,testing_complexity,rollback_complexity,direct_dependents,transitive_dependents,top_risk_factors,recommended_test_depth
OLTP:DataLoadSimulation.PopulateColdRoomTemperatures_temp,PopulateColdRoomTemperatures_temp,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.92,1,3,0,0,1,0,0,0,2,0,1,3,1,5,ISNULL\s*\((+1); WHILE(+3); fan_in=1(low); EXECUTE\s+AS\s+OWNER(+2); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.ReceivePurchaseOrders,ReceivePurchaseOrders,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,MANUAL_REDESIGN,0.92,1,5,0,0,1,1,0,2,0,0,1,0,1,4,TOP\s*\((+1); CURSOR(+5); WHILE(+3); fan_in=1(low); fan_out=9(broad_upstream_reads); row_by_row_cursor(+2),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:DataLoadSimulation.ColdRoomTemperatures_temp,ColdRoomTemperatures_temp,DataLoadSimulation,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.92,0,0,0,0,2,0,0,4,0,0,1,4,2,6,fan_in=2(moderate); MEMORY_OPTIMIZED(+4); derived_avg=1.0; scd2_history_state(+3); memory_optimized_no_native_equivalent(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Purchasing.Suppliers_Archive,Suppliers_Archive,Purchasing,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.92,0,0,0,0,1,0,5,0,0,0,2,3,1,1,fan_in=1(low); geography(+5); derived_avg=1.5; scd2_history_state(+3),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Sales.Customers_Archive,Customers_Archive,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.92,0,0,0,0,1,0,5,0,0,0,2,3,1,1,fan_in=1(low); geography(+5); derived_avg=1.5; scd2_history_state(+3),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Warehouse.VehicleTemperatures,VehicleTemperatures,Warehouse,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.92,1,0,0,0,4,0,0,4,0,0,1,1,4,9,IDENTITY\s*\((+1); fan_in=4(high); MEMORY_OPTIMIZED(+4); derived_avg=0.8; memory_optimized_no_native_equivalent(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.Customers,Customers,WebApi,VIEW,OLTP,SILVER,MANUAL_REDESIGN,0.83,3,0,0,0,0,1,5,0,0,0,1,0,0,0,FOR\s+XML(+3); fan_out=7(broad_upstream_reads); geometry(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.Suppliers,Suppliers,WebApi,VIEW,OLTP,SILVER,MANUAL_REDESIGN,0.83,3,0,0,0,0,1,5,0,0,0,1,0,0,0,FOR\s+XML(+3); fan_out=6(broad_upstream_reads); geometry(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Integration.GetLineageKey,GetLineageKey,Integration,PROCEDURE,DW,BRONZE,MANUAL_REDESIGN,0.83,2,0,0,0,5,0,0,0,2,0,1,0,13,14,OUTPUT\s+INSERTED(+2); fan_in=13(critical); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Integration.ETL,ETL,Integration,TABLE,DW,BRONZE,MANUAL_REDESIGN,0.83,0,0,0,0,5,2,0,0,0,2,1,0,14,75,fan_in=14(critical); watermark_dependent_run_order(+2); watermark_state_externalised(+2); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Last Movement ETL Cutoff Time,Get Last Movement ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.83,0,0,1,0,4,3,0,0,0,1,1,0,6,20,fan_in=6(high); watermark_dependent_run_order(+2); fan_out=12(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=0.8,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain:Get Lineage Key,Get Lineage Key,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,MANUAL_REDESIGN,0.83,0,0,1,0,5,1,0,0,0,1,1,1,13,13,fan_in=13(critical); fan_out=26(broad_upstream_reads); task_becomes_workflow_task(+1); derived_avg=1.2; lineage_table_state(+1),"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:DataLoadSimulation.CreateCustomerOrders,CreateCustomerOrders,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.75,1,3,0,0,1,1,0,0,2,0,1,0,1,4,TOP\s*\((+1); WHILE(+3); fan_in=1(low); fan_out=7(broad_upstream_reads); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomEmployeePerson,GetRandomEmployeePerson,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.75,1,0,0,0,4,0,0,0,0,0,1,3,6,10,TOP\s*\((+1); fan_in=6(high); derived_avg=1.2; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.ReactivateTemporalTablesAfterDataLoad,ReactivateTemporalTablesAfterDataLoad,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.75,4,0,0,0,1,0,0,0,0,0,1,3,1,4,FOR\s+SYSTEM_TIME(+4); fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:WebApi.Cities,Cities,WebApi,VIEW,OLTP,SILVER,MANUAL_REDESIGN,0.75,3,0,0,0,0,0,5,0,0,0,1,0,0,0,FOR\s+XML(+3); geometry(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.SalesOrders,SalesOrders,WebApi,VIEW,OLTP,SILVER,MANUAL_REDESIGN,0.75,3,0,0,0,0,0,5,0,0,0,1,0,0,0,FOR\s+XML(+3); geometry(+5); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Application.Configuration_ReseedETL,Configuration_ReseedETL,Application,PROCEDURE,DW,SILVER,PARTIAL_AUTOMATION,0.75,0,0,0,0,0,2,0,0,2,2,0,3,0,0,watermark_dependent_run_order(+2); EXECUTE\s+AS\s+OWNER(+2); watermark_state_externalised(+2); derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.PopulateDateDimensionForYear,PopulateDateDimensionForYear,Integration,PROCEDURE,DW,BRONZE,REWRITE_REQUIRED,0.75,0,4,0,0,2,0,0,0,2,0,1,0,2,2,WHILE(+3); RAISERROR(+1); fan_in=2(moderate); EXECUTE\s+AS\s+OWNER(+2); derived_avg=1.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Application.Configuration_ApplyColumnstoreIndexing,Configuration_ApplyColumnstoreIndexing,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.67,3,1,0,0,1,0,1,0,2,0,0,0,1,1,APPLY(+3); RAISERROR(+1); fan_in=1(low); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Configuration_ApplyFullTextIndexing,Configuration_ApplyFullTextIndexing,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.67,3,0,0,0,1,1,1,0,2,0,0,0,1,1,FOR\s+XML(+3); fan_in=1(low); fan_out=8(broad_upstream_reads); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Configuration_RemoveRowLevelSecurity,Configuration_RemoveRowLevelSecurity,Application,PROCEDURE,OLTP,BRONZE,MANUAL_REDESIGN,0.67,0,1,0,0,1,0,1,0,5,0,0,0,1,5,RAISERROR(+1); fan_in=1(low); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); ROW\s+LEVEL\s+SECURITY(+4); derived_avg=0.5,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Sales.CustomerTransactions,CustomerTransactions,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.67,0,0,0,0,5,0,0,2,0,0,1,0,9,14,fan_in=9(critical); PARTITIONED(+2); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Sales.InvoiceLines,InvoiceLines,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.67,0,0,0,0,5,0,0,2,0,0,1,0,11,13,fan_in=11(critical); COLUMNSTORE(+2); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:Sales.OrderLines,OrderLines,Sales,TABLE,OLTP,BRONZE,MANUAL_REDESIGN,0.67,0,0,0,0,5,0,0,2,0,0,1,0,15,18,fan_in=15(critical); COLUMNSTORE(+2); derived_avg=0.8,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertBuyingGroupsFromJson,InsertBuyingGroupsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertCitiesFromJson,InsertCitiesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertColorsFromJson,InsertColorsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertCountriesFromJson,InsertCountriesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertCustomerCategoriesFromJson,InsertCustomerCategoriesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertCustomersFromJson,InsertCustomersFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertDeliveryMethodsFromJson,InsertDeliveryMethodsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertPackageTypesFromJson,InsertPackageTypesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertPaymentMethodsFromJson,InsertPaymentMethodsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertStateProvincesFromJson,InsertStateProvincesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertStockGroupsFromJson,InsertStockGroupsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertStockItemsFromJson,InsertStockItemsFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertSupplierCategoriesFromJson,InsertSupplierCategoriesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertSuppliersFromJson,InsertSuppliersFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.InsertTransactionTypesFromJson,InsertTransactionTypesFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); OUTPUT\s+INSERTED(+2); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateCustomerFromJson,UpdateCustomerFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateCustomerTransactionFromJson,UpdateCustomerTransactionFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdateInvoiceFromJson,UpdateInvoiceFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
OLTP:WebApi.UpdatePurchaseOrderFromJson,UpdatePurchaseOrderFromJson,WebApi,PROCEDURE,OLTP,SILVER,MANUAL_REDESIGN,0.67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,OPENJSON(+4); ISNULL\s*\((+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
